values,fault
0.04487990198041871,False
0.038640998042156004,False
0.0,False
0.08082775140460566,False
0.0,False
0.0,False
1.0,True
0.0,False
0.018516597697365054,False
0.16220587784659105,False
0.0,False
0.0,False
0.08823131968763777,False
0.012944587486354065,False
0.0,False
0.4754539821213278,False
0.0,False
0.025174474053439713,False
0.0,False
0.013816204664489214,False
0.054698249112895,False
0.060816806237273965,False
0.048689713766366514,False
0.03578351831552081,False
0.09361330668901069,False
0.06245480336859501,False
0.03531309893911784,False
0.05786089474594385,False
0.16729848935205566,False
0.0510257796714751,False
0.0,False
0.024387731572908647,False
0.07802527881495794,False
0.5022642763339111,False
0.053593868331553766,False
0.08088690490896523,False
0.08340108330109694,False
0.0058348845268856595,False
0.009776418407189652,False
0.043653029203942775,False
0.37114110279807583,False
0.07940078894323396,False
0.0752987912233953,False
0.19463182945521568,False
0.021817639950393004,False
0.18706549095047628,False
0.0,False
0.050175923461679414,False
0.0056113477932696375,False
0.044330004247894364,False
0.03705999116174044,False
0.0,False
0.06650657730874189,False
0.0,False
0.08866283361558022,False
0.08482534075019743,False
0.0910412913983486,False
0.055493286624973014,False
0.03935025734739723,False
0.35046347818069556,False
0.06474923891564427,False
0.46370929266804356,False
0.09008357193984115,False
0.01952891099876957,False
0.040628839298450604,False
0.45821951925662874,False
0.5449422527607908,False
0.010862316689004942,False
0.45550183351678475,False
0.07913173375823507,False
0.0,False
0.0,False
0.06900848853012832,False
0.06578490123027032,False
0.05009209169310483,False
0.0,False
0.05061485801641999,False
0.0,False
0.0360619120554272,False
0.4133736642490231,False
0.039341253997458664,False
0.3937238031184101,False
0.03939665869948392,False
0.05534256533209355,False
0.043885647517369335,False
0.0,False
0.0499547469393097,False
0.02577154541451555,False
0.059154878835864774,False
0.0,False
1.0,True
0.3736292680340556,False
0.03058077997916149,False
0.20207038237686017,False
0.027601304443664626,False
0.0,False
0.0,False
0.056512059994191406,False
0.7652893030155415,False
0.09037976780676438,False
0.09031491682161745,False
0.0,False
0.01723962946275622,False
0.01049441567317984,False
0.05760911060175998,False
0.06540961614943357,False
0.014356563611297966,False
0.0,False
0.0021338824266139856,False
0.023485036469798333,False
0.0,False
0.014859098448111507,False
0.023917804604618998,False
0.4132289814144217,False
0.1964654619995396,False
0.060497794418781684,False
0.0,False
0.05948543959983449,False
0.054901529974710817,False
0.022282798091668964,False
0.0,False
0.07884257997878685,False
0.08092190507322815,False
0.01872091663249567,False
0.024005980440386158,False
0.052938967315400605,False
0.06725351600309012,False
0.0,False
0.02869850929994928,False
0.0,False
0.0,False
0.07464359895335969,False
0.05165706838145909,False
0.06679095190318807,False
0.053476037799603984,False
0.06105494354196544,False
0.0,False
0.0745960471749967,False
0.016036367860283833,False
0.4148005130768824,False
0.03712334015446698,False
0.01307306450110877,False
0.05255586885022482,False
0.059094923577627016,False
0.19554587104270924,False
0.0,False
0.0,False
0.06922461287857946,False
0.05381771170021616,False
0.007311721600605722,False
0.03497452231577828,False
0.03804363404224605,False
0.0,False
0.047253978049744266,False
0.044956116424010435,False
0.0,False
0.05734188883910701,False
0.07048618740859774,False
0.02939067864969998,False
0.08734293352708805,False
0.17832615828664156,False
0.47864988904351385,False
0.012862467573189809,False
0.04721407491004607,False
0.45965714804527696,False
0.026910939574415996,False
0.048451705292266514,False
0.4892689004438363,False
0.08810391363415254,False
0.08149121679760622,False
0.06443240050075462,False
0.07528513639684364,False
0.5440338827876058,False
0.013083363978119229,False
0.07266281487574368,False
0.08948744780341926,False
0.5271967369136882,False
0.0673660658704625,False
0.47521437614214557,False
1.0,True
0.0528576471431411,False
0.053864366924392365,False
0.08023035042139826,False
0.07065907825119043,False
0.0,False
0.08138907646502583,False
0.04485329877457867,False
0.0,False
0.07408511956600801,False
0.037602552388114364,False
0.08987858294875087,False
0.056500542497899604,False
0.016663704362195282,False
0.0,False
0.03688787775969949,False
0.059994795505280384,False
0.06324881736647153,False
0.0238090798956207,False
0.19744357508704424,False
0.018868277252939686,False
0.013940666184519938,False
0.0,False
0.050742065464393395,False
0.0,False
0.07489396281371044,False
1.0,True
0.3795015899874355,False
1.0,True
0.058784392414228205,False
0.07884725441781262,False
0.7817493347339797,False
0.0,False
0.024180764478272485,False
0.0,False
0.0495808142547668,False
0.011704473605241883,False
0.00559816069153076,False
0.08960891450376708,False
0.03241000319261578,False
0.37936712394007494,False
0.4321761797119582,False
0.059655305936831986,False
0.05603872528263236,False
0.4715296827428113,False
0.016161457907737792,False
0.04157006345230789,False
0.7523912759812873,False
0.032133059251246585,False
0.8913639498787479,False
0.0,False
0.0,False
0.49790853999293494,False
0.07619328328280141,False
0.05051921406645293,False
0.05168371792046374,False
0.0734076242436432,False
0.053082802592792695,False
0.04340693607980769,False
0.058256309821735845,False
0.0,False
0.0,False
0.022013528479773076,False
0.017335506674644653,False
0.5445616228582755,False
0.014381869884726853,False
0.05774220170826171,False
0.06885782838981508,False
0.026899242294131053,False
0.029241774684402685,False
0.0,False
0.01653654561483829,False
0.0,False
0.4411732350906312,False
0.028992542100509767,False
0.0,False
0.0,False
0.0,False
0.08126432761410284,False
0.02970688316497687,False
0.0371800924929139,False
0.0,False
0.07408639447530975,False
0.04652587333597795,False
0.04785498775527748,False
0.07030574127208473,False
0.007963877337038497,False
0.0,False
0.1976244945944396,False
0.03107355649134252,False
0.07528880306416658,False
0.0,False
0.767252637840213,False
0.0,False
0.036967425539107486,False
0.05751649975170878,False
0.05761036142924665,False
0.040138776292780384,False
0.0,False
0.0,False
0.470350627829939,False
0.7112633319049827,False
0.7510205162320371,False
0.13538462527990516,False
0.7426664034205731,False
0.0,False
0.04943034422179745,False
0.09283587855813062,False
0.061303746570739476,False
0.06873686508678746,False
0.06502781244074718,False
0.19493656941200735,False
0.06962456430405982,False
0.02463240815362796,False
0.027631137379979197,False
0.002162717627396792,False
0.0,False
0.39316425452193865,False
0.0421867378409665,False
0.06387091776455599,False
0.1579484426922665,False
0.06937540195712685,False
0.0,False
0.04697850978493541,False
0.0,False
0.06808908748666906,False
0.0,False
0.03298357401911392,False
0.0,False
0.0,False
0.06471720937072058,False
0.5527628878248596,False
0.056473936581449544,False
0.08577132531562698,False
0.03848459263562429,False
0.06111960501704802,False
0.03377798039963093,False
0.5567933319624031,False
0.7497689502570374,False
0.06274515620536367,False
0.07100822855737905,False
0.03746944206278963,False
0.021723513558613707,False
0.0,False
0.0,False
0.052459705637003445,False
0.0,False
0.05552505524625739,False
0.04690503347670268,False
0.047574771208883176,False
0.03905115852383801,False
0.039099238949893825,False
0.04339350537492152,False
0.04900571022505544,False
0.058246275905173624,False
0.0,False
0.07582775273779882,False
0.06323972505914396,False
0.04841358870359757,False
0.0034179724100680564,False
0.014708731383015318,False
0.05378818548370705,False
0.0,False
0.06755338461008119,False
0.08030300100553049,False
0.7604997110185697,False
0.05722464011664002,False
0.028540172420412156,False
0.003789767036571678,False
0.0456696006462824,False
0.024825612260270555,False
0.0,False
0.05083471171465155,False
0.04142551391211569,False
0.08607201058507553,False
0.04124101809792879,False
0.7511386744044604,False
0.08468103979070499,False
0.0717236104511267,False
0.0664296907047114,False
0.049495769882800376,False
0.006924627074730885,False
0.07398144308568885,False
0.44633333275505116,False
0.04227838482960301,False
0.07226854378834828,False
0.04473432456161415,False
0.06401933485208795,False
0.0,False
0.005683972632497718,False
0.08171945102361806,False
0.05114718765155621,False
0.0,False
0.06758966040117534,False
0.017108750582767875,False
0.0,False
0.02117634067801927,False
0.023874020872146826,False
0.02150468597591436,False
0.07431220591317546,False
0.07752738947564776,False
0.07623454329704334,False
0.07059083477991732,False
0.07688666626419445,False
0.0,False
1.0,True
0.455695553180744,False
0.09190720267055891,False
0.0,False
1.0,True
1.0,True
0.041834844271355594,False
1.0,True
0.0,False
0.07124613225237056,False
0.45131205490146103,False
0.07369253952465402,False
0.04302015176432237,False
0.0,False
0.1991405868126227,False
0.05358755238270511,False
0.01887173976529851,False
0.565833067220494,False
0.01632080355076874,False
0.0,False
0.03542790064967533,False
0.06123120292405146,False
0.004013081039390949,False
0.06308965393568423,False
0.1967407880756213,False
0.0011506204757899506,False
0.019523833947541726,False
0.20608704648234702,False
0.16236157478372248,False
0.0,False
0.09115268874261552,False
1.0,True
0.0,False
0.062300927318066614,False
0.028779532246176513,False
0.083536332739345,False
0.14203486546366006,False
0.03696245999477774,False
0.0810062924926153,False
1.0,True
0.030755514093657225,False
0.03895084052061902,False
0.0779634909895218,False
0.06193482548517662,False
0.06287272579811178,False
0.06558403112534547,False
0.03700853031228582,False
0.007004463427264034,False
0.08480276301472409,False
0.06418873613827879,False
0.07313329359204074,False
0.05026122222569079,False
0.05203019861229968,False
0.02405807141214709,False
0.0,False
0.1370355495593568,False
0.0,False
0.07120210096214563,False
0.03815691580154787,False
0.06097318042242927,False
0.05545924464270904,False
0.7810780502822334,False
0.08332769914561762,False
0.0687974836469557,False
0.006710842911465747,False
1.0,True
0.3991667120785352,False
0.031174000417573913,False
0.0,False
0.07224440204141669,False
0.05053775951281292,False
0.04478273416495331,False
0.05898560925196392,False
0.015829008454833926,False
0.04327956926445325,False
0.0,False
0.9872425343720187,False
0.051215145506128455,False
0.029232069567602628,False
0.004686436608850243,False
0.04658764523721861,False
0.038391259249000255,False
0.0036145111219469325,False
0.4900256354127404,False
0.05590790415269806,False
0.6187918578869778,False
0.061302359944894066,False
0.007983863128595173,False
0.05975853093042952,False
0.09027093163937494,False
0.007703801057320331,False
0.3532683540176144,False
0.38219542922479227,False
0.15945923173439525,False
0.18699344829687933,False
0.0,False
0.0,False
0.0,False
0.04954169638873628,False
0.035827795950404195,False
0.0,False
0.449498968140581,False
0.1721060632106564,False
0.008949138722604454,False
0.05315333883109194,False
0.019575711056581676,False
0.4644455383283503,False
0.04227887882950323,False
0.05747805775010355,False
0.02436608709453392,False
0.18224224930325875,False
0.13028620359749724,False
0.07019745404089162,False
0.5222795221894169,False
0.05419703831251044,False
0.03200948289538152,False
0.06457432827297363,False
0.05855197643326634,False
0.0903611098987053,False
0.048991171146929705,False
0.07171531323934194,False
0.045944213577312945,False
0.0714206333764795,False
1.0,True
0.0,False
0.03669175560686451,False
0.02076769037426036,False
0.04042369401194448,False
0.06023234213903031,False
0.03818585120771242,False
0.3799553366618366,False
0.04955740697292578,False
0.07390453832091813,False
0.05412851437097211,False
0.0,False
0.0,False
1.0,True
0.018313212599558704,False
0.12656643103974233,False
0.04765471888536309,False
0.4932760238541559,False
0.06788798203913596,False
0.06370821377810502,False
0.07078806444186012,False
0.09897792916687013,False
0.0,False
0.055213843090484084,False
0.011082527208763853,False
0.011625797157901088,False
0.01682146322719747,False
0.06659805414174459,False
0.0362296683189572,False
0.07448249091994273,False
0.005038516243241441,False
0.035843328282297256,False
0.0,False
0.015910591154061987,False
0.05557768607747318,False
0.020193563077366507,False
0.0,False
0.0,False
0.02986812198681267,False
0.05342254772969762,False
0.0613265994974397,False
0.02708995486258618,False
0.05299380129282232,False
0.0,False
0.0,False
0.049382624510684064,False
0.07607742392821655,False
0.04376026337140778,False
0.050971961663742564,False
0.042945541737632285,False
0.007492742974719552,False
0.0,False
0.0,False
0.0036935602136776236,False
0.3490366028783901,False
0.17345049435299031,False
0.04463998634996574,False
0.18117387369980056,False
0.06679663210434669,False
0.08225701934411371,False
0.00963273867215251,False
0.07089173862238388,False
0.0654184690798894,False
0.026722249129269716,False
1.0,True
0.04239058507207295,False
0.32998997507725775,False
0.05025249066504621,False
0.002085594360262416,False
0.06380002349161928,False
0.0,False
0.47043957923363106,False
0.0765342963653294,False
0.037108748515666826,False
0.09501326488324675,False
0.02584541060437277,False
0.46410894687014304,False
0.07670625034437903,False
0.032526624146824765,False
0.050773862473860634,False
0.024606586260729972,False
0.0637218919810962,False
0.06254573473622706,False
0.031100625530288625,False
0.03833478480548705,False
0.04092429068176022,False
0.06859897745905788,False
0.7602395421610215,False
0.04978759681380214,False
0.4799859122740867,False
0.03604433768147071,False
0.38212920028868824,False
0.05043722007011399,False
0.0,False
0.058145577748808366,False
0.003508168122092881,False
0.48316111426933533,False
0.07463370760050585,False
0.014099297468017769,False
0.0,False
0.18232759201091006,False
0.058525259426756356,False
0.05379078589930447,False
0.04235531279292176,False
0.713802016900898,False
0.05110338047732598,False
0.06719040111392086,False
0.048795540420029045,False
0.013720341857034588,False
0.016732818258596665,False
0.5442351499762181,False
0.012235929124206537,False
0.08438733666670405,False
0.07954128203652011,False
0.045282509362333384,False
0.051097953772427686,False
0.0,False
0.04491838468827206,False
0.7714661680719893,False
0.06485688365912665,False
0.11526879441757981,False
0.0,False
0.0569698019284395,False
0.061368259754429666,False
0.03444056264811563,False
0.035715514117869315,False
0.04294512156863401,False
0.0,False
0.05760741748808173,False
0.0614428405240608,False
0.05442541211122844,False
0.06435409663537169,False
0.0026959621358014696,False
0.041782313037655776,False
0.0036546921944883566,False
0.0953187292463595,False
0.5497092718865476,False
0.03032736866720133,False
0.02359678541334057,False
0.026930216529063748,False
0.0044958626283298645,False
0.009631537767859934,False
0.1955164023949338,False
0.06740561501353635,False
0.06472990223842578,False
0.0,False
0.05451731668514677,False
0.06511295363266542,False
0.032481963347264324,False
0.0,False
0.057482820149262606,False
0.05323236238193941,False
0.06027924811767642,False
0.052070881302476967,False
0.0,False
0.04670358156721708,False
0.035905221615422485,False
0.472896740840444,False
0.4039392951823395,False
0.07712858874248553,False
0.5532911571316469,False
0.0,False
0.00048558879755938004,False
0.043001424475577116,False
0.0,False
1.0,True
1.0,True
0.04030226294682825,False
0.046735580452421474,False
0.45521863619453423,False
0.479735668375346,False
0.058631982971444264,False
0.05471881779334862,False
0.036256433944308254,False
0.0455398012536581,False
0.0,False
0.3908680665742093,False
0.0,False
0.20124465584243975,False
0.0,False
